cellTime,cell,time,none,xGlobal,local,blot,cross,z,x,y,size,gweight
NA:-1,C,32,-1,-1,-1,-1,-1,6.02,24.3,30.42,-1,-1
NA:-1,P3,32,-1,-1,-1,-1,-1,6.88,23.58,33.57,-1,-1
NA:-1,ABpr,33,-1,-1,-1,-1,-1,9.89,21.96,26.19,-1,-1
NA:-1,ABpl,33,-1,-1,-1,-1,-1,3.87,15.75,29.07,-1,-1
NA:-1,ABar,33,-1,-1,-1,-1,-1,6.88,16.83,21.15,-1,-1
NA:-1,ABal,33,-1,-1,-1,-1,-1,6.45,9.36,24.75,-1,-1
NA:-1,MS,33,-1,-1,-1,-1,-1,9.46,14.4,29.16,-1,-1
NA:-1,E,33,-1,-1,-1,-1,-1,7.74,20.97,32.31,-1,-1
NA:-1,C,33,-1,-1,-1,-1,-1,6.02,24.12,30.42,-1,-1
NA:-1,P3,33,-1,-1,-1,-1,-1,8.17,24.3,33.84,-1,-1
NA:-1,ABpr,34,-1,-1,-1,-1,-1,9.46,22.41,26.1,-1,-1
NA:-1,ABpl,34,-1,-1,-1,-1,-1,4.3,15.57,30.06,-1,-1
NA:-1,ABar,34,-1,-1,-1,-1,-1,6.02,17.01,21.51,-1,-1
NA:-1,ABal,34,-1,-1,-1,-1,-1,6.88,9.36,24.57,-1,-1
NA:-1,MS,34,-1,-1,-1,-1,-1,9.46,14.67,28.17,-1,-1
NA:-1,E,34,-1,-1,-1,-1,-1,8.17,21.24,32.85,-1,-1
NA:-1,C,34,-1,-1,-1,-1,-1,5.16,23.85,30.6,-1,-1
NA:-1,P3,34,-1,-1,-1,-1,-1,8.6,24.57,33.84,-1,-1
NA:-1,ABpr,35,-1,-1,-1,-1,-1,9.03,22.86,26.37,-1,-1
NA:-1,ABpl,35,-1,-1,-1,-1,-1,4.73,14.94,30.33,-1,-1
NA:-1,ABar,35,-1,-1,-1,-1,-1,5.59,17.37,22.14,-1,-1
NA:-1,ABal,35,-1,-1,-1,-1,-1,6.45,9.54,24.39,-1,-1
NA:-1,MS,35,-1,-1,-1,-1,-1,9.46,14.67,27.63,-1,-1
NA:-1,E,35,-1,-1,-1,-1,-1,7.74,21.15,33.03,-1,-1
NA:-1,C,35,-1,-1,-1,-1,-1,4.73,23.67,30.78,-1,-1
NA:-1,P3,35,-1,-1,-1,-1,-1,8.6,24.48,34.11,-1,-1
NA:-1,ABpr,36,-1,-1,-1,-1,-1,8.6,23.04,26.73,-1,-1
NA:-1,ABpl,36,-1,-1,-1,-1,-1,5.16,14.94,29.97,-1,-1
NA:-1,ABar,36,-1,-1,-1,-1,-1,5.59,17.73,23.22,-1,-1
NA:-1,ABal,36,-1,-1,-1,-1,-1,7.31,10.17,24.12,-1,-1
NA:-1,MS,36,-1,-1,-1,-1,-1,9.89,14.76,27.18,-1,-1
NA:-1,E,36,-1,-1,-1,-1,-1,8.17,20.79,32.85,-1,-1
NA:-1,C,36,-1,-1,-1,-1,-1,3.87,23.85,31.14,-1,-1
NA:-1,P3,36,-1,-1,-1,-1,-1,8.6,24.75,34.74,-1,-1
NA:-1,ABpr,37,-1,-1,-1,-1,-1,7.74,22.59,27.09,-1,-1
NA:-1,ABpl,37,-1,-1,-1,-1,-1,5.59,14.49,29.52,-1,-1
NA:-1,ABar,37,-1,-1,-1,-1,-1,6.02,17.73,23.85,-1,-1
NA:-1,ABal,37,-1,-1,-1,-1,-1,6.88,10.62,24.12,-1,-1
NA:-1,MS,37,-1,-1,-1,-1,-1,9.89,15.39,27,-1,-1
NA:-1,E,37,-1,-1,-1,-1,-1,8.17,20.34,32.85,-1,-1
NA:-1,C,37,-1,-1,-1,-1,-1,3.87,23.04,31.41,-1,-1
NA:-1,P3,37,-1,-1,-1,-1,-1,8.6,24.57,34.65,-1,-1
NA:-1,ABprp,38,-1,-1,-1,-1,-1,8.6,21.78,29.16,-1,-1
NA:-1,ABpra,38,-1,-1,-1,-1,-1,9.03,22.14,26.1,-1,-1
NA:-1,ABpla,38,-1,-1,-1,-1,-1,4.3,14.67,27.63,-1,-1
NA:-1,ABarp,38,-1,-1,-1,-1,-1,5.16,18.72,23.4,-1,-1
NA:-1,ABala,38,-1,-1,-1,-1,-1,5.59,10.44,23.04,-1,-1
NA:-1,ABalp,38,-1,-1,-1,-1,-1,8.17,10.08,24.93,-1,-1
NA:-1,ABara,38,-1,-1,-1,-1,-1,8.17,16.83,23.13,-1,-1
NA:-1,MS,38,-1,-1,-1,-1,-1,9.03,15.03,28.44,-1,-1
NA:-1,E,38,-1,-1,-1,-1,-1,6.88,20.79,33.75,-1,-1
NA:-1,C,38,-1,-1,-1,-1,-1,3.87,24.21,29.79,-1,-1
NA:-1,P3,38,-1,-1,-1,-1,-1,7.31,25.2,34.47,-1,-1
NA:-1,ABplp,38,-1,-1,-1,-1,-1,5.59,14.85,30.24,-1,-1
NA:-1,ABprp,39,-1,-1,-1,-1,-1,8.6,22.14,29.61,-1,-1
NA:-1,ABpra,39,-1,-1,-1,-1,-1,9.46,22.23,26.1,-1,-1
NA:-1,ABpla,39,-1,-1,-1,-1,-1,3.44,14.49,26.91,-1,-1
NA:-1,ABarp,39,-1,-1,-1,-1,-1,5.16,19.08,23.58,-1,-1
NA:-1,ABala,39,-1,-1,-1,-1,-1,6.88,10.08,22.77,-1,-1
NA:-1,ABara,39,-1,-1,-1,-1,-1,8.6,16.92,23.04,-1,-1
NA:-1,MS,39,-1,-1,-1,-1,-1,9.03,15.66,29.25,-1,-1
NA:-1,E,39,-1,-1,-1,-1,-1,6.88,21.24,34.11,-1,-1
NA:-1,C,39,-1,-1,-1,-1,-1,3.87,24.3,29.25,-1,-1
NA:-1,P3,39,-1,-1,-1,-1,-1,7.31,25.83,34.11,-1,-1
NA:-1,ABplp,39,-1,-1,-1,-1,-1,4.73,14.94,30.06,-1,-1
NA:-1,ABalp,39,-1,-1,-1,-1,-1,7.74,10.17,25.56,-1,-1
NA:-1,ABprp,40,-1,-1,-1,-1,-1,8.17,22.41,29.25,-1,-1
NA:-1,ABpra,40,-1,-1,-1,-1,-1,9.03,21.87,25.65,-1,-1
NA:-1,ABpla,40,-1,-1,-1,-1,-1,3.44,14.22,26.55,-1,-1
NA:-1,ABarp,40,-1,-1,-1,-1,-1,4.73,18.63,23.58,-1,-1
NA:-1,ABala,40,-1,-1,-1,-1,-1,7.31,10.17,22.77,-1,-1
NA:-1,ABara,40,-1,-1,-1,-1,-1,8.6,16.47,22.77,-1,-1
NA:-1,MS,40,-1,-1,-1,-1,-1,9.03,16.02,29.34,-1,-1
NA:-1,E,40,-1,-1,-1,-1,-1,7.31,20.97,33.93,-1,-1
NA:-1,C,40,-1,-1,-1,-1,-1,3.44,24.39,29.16,-1,-1
NA:-1,P3,40,-1,-1,-1,-1,-1,6.88,25.74,33.93,-1,-1
NA:-1,ABplp,40,-1,-1,-1,-1,-1,4.73,15.12,30.06,-1,-1
NA:-1,ABalp,40,-1,-1,-1,-1,-1,7.74,10.35,26.28,-1,-1
NA:-1,ABprp,41,-1,-1,-1,-1,-1,8.6,22.32,29.16,-1,-1
NA:-1,ABpra,41,-1,-1,-1,-1,-1,9.03,21.78,25.02,-1,-1
NA:-1,ABpla,41,-1,-1,-1,-1,-1,3.44,13.68,26.1,-1,-1
NA:-1,ABarp,41,-1,-1,-1,-1,-1,4.73,18.45,23.31,-1,-1
NA:-1,ABala,41,-1,-1,-1,-1,-1,7.31,9.72,22.77,-1,-1
NA:-1,ABara,41,-1,-1,-1,-1,-1,8.6,15.93,22.77,-1,-1
NA:-1,MS,41,-1,-1,-1,-1,-1,9.03,16.02,29.07,-1,-1
NA:-1,E,41,-1,-1,-1,-1,-1,7.31,20.88,33.75,-1,-1
NA:-1,C,41,-1,-1,-1,-1,-1,3.44,24.48,28.8,-1,-1
NA:-1,P3,41,-1,-1,-1,-1,-1,6.88,25.56,33.93,-1,-1
NA:-1,ABplp,41,-1,-1,-1,-1,-1,4.3,15.66,30.15,-1,-1
NA:-1,ABalp,41,-1,-1,-1,-1,-1,7.74,10.71,27.36,-1,-1
NA:-1,ABprp,42,-1,-1,-1,-1,-1,8.17,22.59,29.07,-1,-1
NA:-1,ABpra,42,-1,-1,-1,-1,-1,9.03,21.69,24.57,-1,-1
NA:-1,ABpla,42,-1,-1,-1,-1,-1,3.01,13.32,25.2,-1,-1
NA:-1,ABarp,42,-1,-1,-1,-1,-1,3.87,18.09,23.04,-1,-1
NA:-1,ABala,42,-1,-1,-1,-1,-1,7.74,9.27,22.68,-1,-1
NA:-1,ABara,42,-1,-1,-1,-1,-1,9.03,15.48,22.95,-1,-1
NA:-1,MS,42,-1,-1,-1,-1,-1,8.6,15.84,29.07,-1,-1
NA:-1,E,42,-1,-1,-1,-1,-1,7.31,21.15,33.39,-1,-1
NA:-1,C,42,-1,-1,-1,-1,-1,3.44,24.03,28.71,-1,-1
NA:-1,P3,42,-1,-1,-1,-1,-1,6.88,25.74,33.48,-1,-1
NA:-1,ABplp,42,-1,-1,-1,-1,-1,3.44,16.02,30.51,-1,-1
NA:-1,ABalp,42,-1,-1,-1,-1,-1,7.31,10.89,27.99,-1,-1
NA:-1,ABprp,43,-1,-1,-1,-1,-1,8.6,23.04,29.34,-1,-1
NA:-1,ABpra,43,-1,-1,-1,-1,-1,9.03,21.15,23.94,-1,-1
NA:-1,ABpla,43,-1,-1,-1,-1,-1,3.44,13.14,24.84,-1,-1
NA:-1,ABarp,43,-1,-1,-1,-1,-1,4.3,17.91,22.86,-1,-1
NA:-1,ABala,43,-1,-1,-1,-1,-1,7.74,9.36,22.59,-1,-1
NA:-1,ABara,43,-1,-1,-1,-1,-1,9.03,15.03,22.86,-1,-1
NA:-1,MSa,43,-1,-1,-1,-1,-1,8.17,14.58,28.98,-1,-1
NA:-1,MSp,43,-1,-1,-1,-1,-1,7.74,16.65,29.25,-1,-1
NA:-1,E,43,-1,-1,-1,-1,-1,6.88,20.88,33.3,-1,-1
NA:-1,C,43,-1,-1,-1,-1,-1,3.87,23.22,27.99,-1,-1
NA:-1,P3,43,-1,-1,-1,-1,-1,6.45,26.01,32.67,-1,-1
NA:-1,ABplp,43,-1,-1,-1,-1,-1,3.44,16.29,30.69,-1,-1
NA:-1,ABalp,43,-1,-1,-1,-1,-1,6.88,10.8,27.9,-1,-1
NA:-1,ABprp,44,-1,-1,-1,-1,-1,9.03,23.85,29.43,-1,-1
NA:-1,ABpra,44,-1,-1,-1,-1,-1,9.03,20.88,23.67,-1,-1
NA:-1,ABpla,44,-1,-1,-1,-1,-1,3.44,13.68,24.57,-1,-1
NA:-1,ABarp,44,-1,-1,-1,-1,-1,4.73,17.91,22.86,-1,-1
NA:-1,ABala,44,-1,-1,-1,-1,-1,7.31,9.54,22.32,-1,-1
NA:-1,ABara,44,-1,-1,-1,-1,-1,9.03,14.67,22.86,-1,-1
NA:-1,MSa,44,-1,-1,-1,-1,-1,8.17,14.04,28.89,-1,-1
NA:-1,MSp,44,-1,-1,-1,-1,-1,8.17,16.83,28.98,-1,-1
NA:-1,Ep,44,-1,-1,-1,-1,-1,6.45,21.87,33.03,-1,-1
NA:-1,Ea,44,-1,-1,-1,-1,-1,6.88,20.16,32.58,-1,-1
NA:-1,C,44,-1,-1,-1,-1,-1,3.87,22.95,27.99,-1,-1
NA:-1,P3,44,-1,-1,-1,-1,-1,6.02,25.83,32.67,-1,-1
NA:-1,ABplp,44,-1,-1,-1,-1,-1,3.87,16.02,30.87,-1,-1
NA:-1,ABalp,44,-1,-1,-1,-1,-1,6.45,9.72,27,-1,-1
NA:-1,ABprp,45,-1,-1,-1,-1,-1,9.03,23.58,29.52,-1,-1
NA:-1,ABpra,45,-1,-1,-1,-1,-1,8.6,21.33,24.12,-1,-1
NA:-1,ABpla,45,-1,-1,-1,-1,-1,3.44,14.22,24.66,-1,-1
NA:-1,ABarp,45,-1,-1,-1,-1,-1,4.73,18.27,23.04,-1,-1
NA:-1,ABala,45,-1,-1,-1,-1,-1,6.88,9.9,22.14,-1,-1
NA:-1,ABara,45,-1,-1,-1,-1,-1,9.03,14.67,22.68,-1,-1
NA:-1,MSa,45,-1,-1,-1,-1,-1,8.17,13.68,28.62,-1,-1
NA:-1,MSp,45,-1,-1,-1,-1,-1,8.17,16.83,28.62,-1,-1
NA:-1,Ep,45,-1,-1,-1,-1,-1,6.45,22.05,33.12,-1,-1
NA:-1,Ea,45,-1,-1,-1,-1,-1,7.31,19.44,33.03,-1,-1
NA:-1,C,45,-1,-1,-1,-1,-1,4.3,22.68,27.99,-1,-1
NA:-1,P3,45,-1,-1,-1,-1,-1,6.02,26.1,32.13,-1,-1
NA:-1,ABplp,45,-1,-1,-1,-1,-1,3.87,16.56,30.78,-1,-1
NA:-1,ABalp,45,-1,-1,-1,-1,-1,6.02,9.81,26.91,-1,-1
NA:-1,ABprp,46,-1,-1,-1,-1,-1,9.03,23.4,29.16,-1,-1
NA:-1,ABpra,46,-1,-1,-1,-1,-1,8.17,21.6,23.94,-1,-1
NA:-1,ABpla,46,-1,-1,-1,-1,-1,3.44,14.31,25.02,-1,-1
NA:-1,ABarp,46,-1,-1,-1,-1,-1,4.73,18.36,23.31,-1,-1
NA:-1,ABala,46,-1,-1,-1,-1,-1,6.88,10.17,22.05,-1,-1
NA:-1,ABara,46,-1,-1,-1,-1,-1,9.46,14.4,22.77,-1,-1
NA:-1,MSa,46,-1,-1,-1,-1,-1,7.74,13.32,28.08,-1,-1
NA:-1,MSp,46,-1,-1,-1,-1,-1,8.6,17.01,28.35,-1,-1
NA:-1,Ep,46,-1,-1,-1,-1,-1,6.45,22.5,33.03,-1,-1
NA:-1,Ea,46,-1,-1,-1,-1,-1,7.74,19.35,32.94,-1,-1
NA:-1,C,46,-1,-1,-1,-1,-1,4.73,22.32,27.99,-1,-1
NA:-1,P3,46,-1,-1,-1,-1,-1,6.45,26.1,32.13,-1,-1
NA:-1,ABplp,46,-1,-1,-1,-1,-1,3.87,16.56,31.05,-1,-1
NA:-1,ABalp,46,-1,-1,-1,-1,-1,5.59,9.9,27.09,-1,-1
NA:-1,ABprp,47,-1,-1,-1,-1,-1,9.03,23.85,29.07,-1,-1
NA:-1,ABpra,47,-1,-1,-1,-1,-1,8.6,21.78,23.85,-1,-1
NA:-1,ABpla,47,-1,-1,-1,-1,-1,3.44,14.13,25.2,-1,-1
NA:-1,ABarp,47,-1,-1,-1,-1,-1,4.3,18.36,23.04,-1,-1
NA:-1,ABala,47,-1,-1,-1,-1,-1,6.88,9.81,22.14,-1,-1
NA:-1,ABara,47,-1,-1,-1,-1,-1,9.46,14.13,22.41,-1,-1
NA:-1,MSa,47,-1,-1,-1,-1,-1,7.74,12.87,27.99,-1,-1
NA:-1,MSp,47,-1,-1,-1,-1,-1,9.03,17.64,28.26,-1,-1
NA:-1,Ep,47,-1,-1,-1,-1,-1,6.45,22.95,33.12,-1,-1
NA:-1,Ea,47,-1,-1,-1,-1,-1,7.74,19.35,32.94,-1,-1
NA:-1,C,47,-1,-1,-1,-1,-1,4.73,21.69,28.17,-1,-1
NA:-1,P3,47,-1,-1,-1,-1,-1,6.45,26.01,31.95,-1,-1
NA:-1,ABplp,47,-1,-1,-1,-1,-1,4.3,16.65,31.5,-1,-1
NA:-1,ABalp,47,-1,-1,-1,-1,-1,6.02,9.9,27.54,-1,-1
NA:-1,ABprp,48,-1,-1,-1,-1,-1,9.89,23.67,29.79,-1,-1
NA:-1,ABpra,48,-1,-1,-1,-1,-1,8.6,22.05,24.39,-1,-1
NA:-1,ABpla,48,-1,-1,-1,-1,-1,3.87,14.4,24.84,-1,-1
NA:-1,ABarp,48,-1,-1,-1,-1,-1,5.16,19.08,23.13,-1,-1
NA:-1,ABala,48,-1,-1,-1,-1,-1,6.88,10.17,21.78,-1,-1
NA:-1,ABara,48,-1,-1,-1,-1,-1,9.03,14.85,22.59,-1,-1
NA:-1,MSa,48,-1,-1,-1,-1,-1,8.17,12.69,28.17,-1,-1
NA:-1,MSp,48,-1,-1,-1,-1,-1,9.03,17.73,28.62,-1,-1
NA:-1,Ep,48,-1,-1,-1,-1,-1,6.02,23.13,33.39,-1,-1
NA:-1,Ea,48,-1,-1,-1,-1,-1,7.74,18.72,32.76,-1,-1
NA:-1,Ca,48,-1,-1,-1,-1,-1,4.73,20.7,28.17,-1,-1
NA:-1,P3,48,-1,-1,-1,-1,-1,6.45,26.1,32.22,-1,-1
NA:-1,ABplp,48,-1,-1,-1,-1,-1,4.3,15.84,31.68,-1,-1
NA:-1,ABalp,48,-1,-1,-1,-1,-1,6.45,9.54,27.18,-1,-1
NA:-1,Cp,48,-1,-1,-1,-1,-1,4.73,22.5,28.53,-1,-1
NA:-1,ABprp,49,-1,-1,-1,-1,-1,9.89,23.58,29.7,-1,-1
